NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause Code Progression,Cause Code,Cause 1,Cause 2,Cause 3,Cause 4,Month
2974895,2022-04-05,2022-04-05,08:11:31,08:14:01,5168.0,2067000.0,"2,500",163.3,165.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977616,2022-04-06,2022-04-06,17:14:28,17:18:00,8127.0,2300000.0,"3,533",154.7,157.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978162,2022-04-07,2022-04-07,07:37:26,07:46:00,30113.0,3515000.0,"8,567",179.8,182.9,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 9,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978282,2022-04-07,2022-04-07,07:53:26,07:55:02,3680.0,2300000.0,"1,600",159.7,162.0,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978493,2022-04-07,2022-04-07,08:16:28,08:19:00,7243.0,2859000.0,"2,533",181.6,184.4,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972063,2022-04-01,2022-04-01,16:42:32,16:49:00,14918.0,2307000.0,"6,467",163.9,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972739,2022-04-04,2022-04-04,06:59:27,07:03:00,7950.0,2239000.0,"3,550",164.7,166.8,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973007,2022-04-04,2022-04-04,08:17:31,08:24:01,29187.0,4490000.0,"6,500",181.9,186.0,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973301,2022-04-04,2022-04-04,09:07:31,09:11:01,9125.0,2607000.0,"3,500",164.4,166.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974906,2022-04-05,2022-04-05,08:12:31,08:27:01,46592.0,3213000.0,"14,500",159.6,161.7,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 14,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975749,2022-04-05,2022-04-05,16:06:32,16:11:00,11997.0,2686000.0,"4,467",159.6,162.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978059,2022-04-07,2022-04-07,07:09:25,07:11:00,5067.0,3200000.0,"1,583",163.3,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976328,2022-04-05,2022-04-05,17:32:32,17:34:01,4598.0,3100000.0,"1,483",142.5,156.4,A,2,A2,descending,Batadorp,Ekkersweijer,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 1,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978287,2022-04-07,2022-04-07,07:54:27,08:15:00,117008.0,5694000.0,"20,550",180.9,183.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 21,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978306,2022-04-07,2022-04-07,07:56:26,08:00:04,9723.0,2676000.0,"3,633",174.3,177.1,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971595,2022-04-01,2022-04-01,08:24:31,08:27:00,5938.0,2391000.0,"2,483",158.9,161.1,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972835,2022-04-04,2022-04-04,07:41:29,07:45:01,9313.0,2636000.0,"3,533",164.3,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973201,2022-04-04,2022-04-04,08:49:31,08:52:00,10678.0,4300000.0,"2,483",176.1,180.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974991,2022-04-05,2022-04-05,08:22:32,08:24:00,5867.0,4000000.0,"1,467",155.0,159.0,A,1,A1,descending,Hengelo,Buren,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 1,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976366,2022-04-05,2022-04-05,17:36:32,18:13:08,121345.0,3315000.0,"36,600",161.9,165.5,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,accident (len),VWM 4,"[000], [ACI], [ACA]",ACI,Accidents,Accident,Accident,Accident,1
2978339,2022-04-07,2022-04-07,08:00:26,08:02:00,4387.0,2800000.0,"1,567",175.8,178.6,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976752,2022-04-06,2022-04-06,07:29:28,07:34:00,14672.0,3236000.0,"4,533",163.3,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976807,2022-04-06,2022-04-06,07:47:30,07:49:00,4050.0,2700000.0,"1,500",176.5,179.2,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976839,2022-04-06,2022-04-06,07:56:30,08:02:00,13590.0,2471000.0,"5,500",159.5,161.8,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 6,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976921,2022-04-06,2022-04-06,08:22:31,08:24:01,3300.0,2200000.0,"1,500",180.4,182.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977000,2022-04-06,2022-04-06,08:40:32,08:45:03,11832.0,2620000.0,"4,517",159.4,161.5,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 5,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971598,2022-04-01,2022-04-01,08:28:31,08:32:00,8107.0,2327000.0,"3,483",158.9,161.2,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971599,2022-04-01,2022-04-01,08:29:31,08:32:00,4967.0,2000000.0,"2,483",162.8,164.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972080,2022-04-01,2022-04-01,16:49:33,16:53:00,7543.0,2186000.0,"3,450",164.0,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972748,2022-04-04,2022-04-04,07:03:27,07:05:01,3447.0,2200000.0,"1,567",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973115,2022-04-04,2022-04-04,08:38:32,08:40:04,4753.0,3100000.0,"1,533",172.9,176.0,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976760,2022-04-06,2022-04-06,07:34:29,07:56:00,63730.0,2962000.0,"21,517",163.4,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 22,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976812,2022-04-06,2022-04-06,07:49:29,08:13:00,59552.0,2532000.0,"23,517",177.7,179.9,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 24,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976924,2022-04-06,2022-04-06,08:22:31,08:24:00,3263.0,2200000.0,"1,483",159.2,161.4,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 1,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976960,2022-04-06,2022-04-06,08:31:32,08:36:00,9777.0,2189000.0,"4,467",163.5,165.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977673,2022-04-06,2022-04-06,17:23:30,17:31:00,20582.0,2744000.0,"7,500",158.8,161.5,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 8,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977802,2022-04-06,2022-04-06,17:44:28,17:52:00,18475.0,2452000.0,"7,533",165.7,168.1,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 8,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972755,2022-04-04,2022-04-04,07:05:27,07:16:00,29265.0,2774000.0,"10,550",163.8,167.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 11,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973924,2022-04-04,2022-04-04,16:56:32,19:06:35,381268.0,2932000.0,"130,050",155.0,157.3,A,1,A1,descending,Hengelo,Buren,Duitse grens,Hengelo,accident on the connecting road,VWM 15,"[000], [N65]",N65,Accident on Connecting Road,Accident Elsewhere,Accident,Accident,1
2977091,2022-04-06,2022-04-06,09:13:31,09:15:02,3337.0,2200000.0,"1,517",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972763,2022-04-04,2022-04-04,07:14:28,07:40:01,72767.0,2848000.0,"25,550",179.5,181.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 26,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980403,2022-04-08,2022-04-08,08:12:26,08:34:00,68018.0,3154000.0,"21,567",179.4,182.4,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 22,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980589,2022-04-08,2022-04-08,12:47:27,12:51:00,8820.0,2485000.0,"3,550",164.4,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982283,2022-04-11,2022-04-11,08:21:28,08:25:02,9752.0,2734000.0,"3,567",159.2,161.8,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982325,2022-04-11,2022-04-11,08:30:28,08:32:01,3100.0,2000000.0,"1,550",159.5,161.5,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982451,2022-04-11,2022-04-11,09:39:26,09:42:00,5843.0,2277000.0,"2,567",164.3,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982456,2022-04-11,2022-04-11,09:42:26,09:45:02,7020.0,2700000.0,"2,600",164.4,167.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982877,2022-04-11,2022-04-11,16:47:30,16:49:00,3450.0,2300000.0,"1,500",163.3,165.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980821,2022-04-08,2022-04-08,15:35:29,15:45:01,24793.0,2601000.0,"9,533",163.5,165.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 10,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982304,2022-04-11,2022-04-11,08:25:28,08:27:01,3720.0,2400000.0,"1,550",159.3,161.7,N,2,N2,descending,Eindhoven-Centrum,Eindhoven-Airport,Leenderheide,Batadorp,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982331,2022-04-11,2022-04-11,08:32:28,08:34:00,3833.0,2500000.0,"1,533",179.5,182.0,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982459,2022-04-11,2022-04-11,09:45:26,09:49:00,9987.0,2800000.0,"3,567",164.4,167.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979384,2022-04-07,2022-04-07,15:38:28,15:49:00,32580.0,3093000.0,"10,533",157.2,159.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 11,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979715,2022-04-07,2022-04-07,16:51:28,16:54:00,9863.0,3893000.0,"2,533",163.6,168.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979717,2022-04-07,2022-04-07,16:51:28,16:53:00,3680.0,2400000.0,"1,533",162.2,164.6,A,50,A50,descending,Grijsoord,Renkum,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982080,2022-04-11,2022-04-11,07:30:26,07:33:00,5133.0,2000000.0,"2,567",174.7,176.7,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982338,2022-04-11,2022-04-11,08:34:28,09:21:00,194790.0,4186000.0,"46,533",180.4,182.5,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 47,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982471,2022-04-11,2022-04-11,10:20:27,10:22:00,3255.0,2100000.0,"1,550",163.2,165.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982730,2022-04-11,2022-04-11,16:08:29,16:11:00,5378.0,2137000.0,"2,517",164.1,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978757,2022-04-07,2022-04-07,08:46:29,09:02:04,36432.0,2338000.0,"15,583",157.9,160.0,A,1,A1,descending,Hengelo-Noord,Hengelo,Duitse grens,Hengelo,rush hour traffic jam (no cause reported),VWM 16,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979151,2022-04-07,2022-04-07,10:11:27,10:13:00,3255.0,2100000.0,"1,550",174.2,176.3,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979623,2022-04-07,2022-04-07,16:37:28,16:51:00,45492.0,3361000.0,"13,533",163.4,165.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 14,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979816,2022-04-07,2022-04-07,17:09:29,17:16:00,13813.0,2120000.0,"6,517",163.4,165.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980420,2022-04-08,2022-04-08,08:28:27,08:32:00,11300.0,3183000.0,"3,550",175.8,178.9,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980704,2022-04-08,2022-04-08,14:44:28,14:47:00,5630.0,2222000.0,"2,533",163.4,165.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 3,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982189,2022-04-11,2022-04-11,07:59:27,08:03:00,7708.0,2171000.0,"3,550",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,rush hour traffic jam (no cause reported),VWM 4,[000],001,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982474,2022-04-11,2022-04-11,10:30:26,10:34:00,8560.0,2400000.0,"3,567",164.4,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,[000],003,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982739,2022-04-11,2022-04-11,16:11:29,16:56:02,211755.0,4753000.0,"44,550",181.6,183.8,A,50,A50,descending,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,previous accident on a subsequent road,VWM 9,"[000], [M14]",M14,Eerder ongeval op aansluitende weg,Accident Elsewhere,Accident,Accident,1
